d,o,h,l,c,v,e,zf,hs,zd,zde
2018-11-09,10.95,11.04,10.4,10.55,5236492,5637209488.0,5.77,3.05,-4.87,-0.54
2018-11-16,10.46,10.72,10.38,10.57,4728126,4976015424.0,3.22,2.75,0.19,0.02
2018-11-23,10.57,10.88,10.31,10.32,4261548,4529963408.0,5.39,2.48,-2.37,-0.25
2018-11-30,10.34,10.46,10.16,10.36,2867768,2949248080.0,2.91,1.67,0.39,0.04
2018-12-07,10.59,10.66,10.23,10.28,3099538,3246002928.0,4.15,1.81,-0.77,-0.08
2018-12-14,10.22,10.48,10.13,10.17,2477808,2544016432.0,3.4,1.44,-1.07,-0.11
2018-12-21,10.16,10.33,9.33,9.45,3697928,3640590464.0,9.83,2.15,-7.08,-0.72
2018-12-28,9.4,9.49,9.21,9.38,2718071,2543552416.0,2.96,1.58,-0.74,-0.07
2019-01-04,9.39,9.82,9.15,9.75,2436083,2305302704.0,7.14,1.42,3.94,0.37
2019-01-11,9.84,10.22,9.62,10.2,4269744,4247592192.0,6.15,2.49,4.62,0.45
2019-01-18,10.22,10.57,10.07,10.43,3641909,3758571008.0,4.9,2.12,2.25,0.23
2019-01-25,10.34,11.04,10.26,11.0,4409249,4694055440.0,7.48,2.57,5.47,0.57
2019-02-01,11.04,11.25,10.77,11.2,4420435,4881725344.0,4.36,2.57,1.82,0.2
2019-02-15,11.08,11.41,10.9,10.95,4868552,5433739248.0,4.55,2.84,-2.23,-0.25
2019-02-22,11.05,11.62,11.04,11.54,5297328,6006603280.0,5.3,3.09,5.39,0.59
2019-03-01,11.7,12.78,11.57,12.76,9647273,11876805008.0,10.49,5.62,10.57,1.22
2019-03-08,12.7,13.38,12.25,12.3,8671232,11136657760.0,8.86,5.05,-3.61,-0.46
2019-03-15,12.3,12.68,12.05,12.5,5941747,7369881104.0,5.12,3.46,1.63,0.2
2019-03-22,12.53,12.94,12.32,12.59,4947291,6280214880.0,4.96,2.88,0.72,0.09
2019-03-29,12.4,12.82,12.01,12.82,5440077,6721410096.0,6.43,3.17,1.83,0.23
2019-04-04,12.83,14.0,12.83,13.86,5879066,7906842240.0,9.13,3.42,8.11,1.04
2019-04-12,13.9,14.43,13.21,13.42,4901325,6767082960.0,8.8,2.85,-3.17,-0.44
2019-04-19,13.72,14.8,13.55,14.73,6670457,9494537504.0,9.31,3.88,9.76,1.31
2019-04-26,14.6,14.84,13.7,13.79,6333582,9043329232.0,7.74,3.69,-6.38,-0.94
2019-04-30,13.9,14.33,13.59,13.85,2147266,2993672704.0,5.37,1.25,0.44,0.06
2019-05-10,13.1,13.35,12.05,12.68,6906328,8760193584.0,9.39,4.02,-8.45,-1.17
2019-05-17,12.33,13.11,12.16,12.44,4628407,5835583024.0,7.49,2.7,-1.89,-0.24
2019-05-24,12.35,12.73,12.14,12.35,3186258,3949807984.0,4.74,1.86,-0.72,-0.09
2019-05-31,12.21,12.59,11.93,12.18,3928620,4824701280.0,5.34,2.29,-1.38,-0.17
2019-06-06,12.22,12.33,11.6,11.92,3669932,4383058288.0,5.99,2.14,-2.13,-0.26
2019-06-14,12.01,12.72,11.98,12.49,4066259,5076599744.0,6.21,2.37,4.78,0.57
2019-06-21,12.48,13.95,12.48,13.64,4786918,6374767808.0,11.77,2.79,9.21,1.15
2019-06-28,13.69,13.85,13.07,13.78,4098473,5543218848.0,5.72,2.39,1.03,0.14
2019-07-05,14.01,14.28,13.69,13.92,4152948,5816730096.0,4.28,2.42,1.02,0.14
2019-07-12,13.82,14.23,13.44,14.12,3580480,4934897504.0,5.68,2.09,1.44,0.2
2019-07-19,14.03,14.12,13.56,13.99,3263301,4521278160.0,3.97,1.9,-0.92,-0.13
2019-07-26,13.96,14.27,13.65,14.23,3379696,4728929408.0,4.43,1.97,1.72,0.24
2019-08-02,14.25,14.55,13.66,13.74,3644842,5146781104.0,6.25,2.12,-3.44,-0.49
2019-08-09,13.6,14.85,13.03,14.52,6959911,9774780208.0,13.25,4.05,5.68,0.78
2019-08-16,14.61,15.22,14.6,14.9,7271988,10856612336.0,4.27,4.24,2.62,0.38
2019-08-23,14.91,15.2,14.2,14.65,9194069,13466210832.0,6.71,5.35,-1.68,-0.25
2019-08-30,14.42,14.5,14.05,14.16,5009029,7140251392.0,3.07,2.92,-3.34,-0.49
2019-09-06,14.15,14.85,14.11,14.81,5947304,8641060080.0,5.23,3.46,4.59,0.65
2019-09-12,14.98,15.0,14.41,14.68,4066012,5948809152.0,3.98,2.15,-0.88,-0.13
2019-09-20,14.7,15.4,14.18,15.34,7161292,10587928064.0,8.31,3.69,4.5,0.66
2019-09-27,15.34,16.04,15.18,15.9,7165577,11171241648.0,5.61,3.69,3.65,0.56
2019-09-30,15.75,15.89,15.57,15.59,1046363,1645828528.0,2.01,0.54,-1.95,-0.31
2019-10-11,15.6,16.95,15.6,16.81,4988539,8123868816.0,8.66,2.57,7.83,1.22
2019-10-18,16.97,17.6,16.43,16.51,6030245,10224771840.0,6.96,3.11,-1.78,-0.3
2019-10-25,16.43,17.0,16.03,16.88,5597669,9274738208.0,5.88,2.88,2.24,0.37
2019-11-01,16.98,17.04,16.24,16.86,4830538,8026630048.0,4.74,2.49,-0.12,-0.02
2019-11-08,16.98,17.44,16.64,16.65,4486672,7610828480.0,4.74,2.31,-1.25,-0.21
2019-11-15,16.5,16.55,16.06,16.34,3163030,5165808032.0,2.94,1.63,-1.86,-0.31
2019-11-22,16.35,16.55,15.55,15.59,4390459,7019161472.0,6.12,2.26,-4.59,-0.75
2019-11-29,15.64,15.89,15.18,15.29,3106609,4828270976.0,4.55,1.6,-1.92,-0.3
2019-12-06,15.35,15.72,15.21,15.6,2803540,4319293648.0,3.34,1.44,2.03,0.31
2019-12-13,15.62,16.12,15.25,16.12,3565985,5566526800.0,5.58,1.84,3.33,0.52
2019-12-20,16.12,16.74,15.87,16.59,4108164,6738098080.0,5.4,2.12,2.92,0.47
2019-12-27,16.68,16.93,16.17,16.63,3004448,4957243232.0,4.58,1.55,0.24,0.04
2020-01-03,16.46,17.31,16.1,17.18,4327839,7243549088.0,7.28,2.23,3.31,0.55
2020-01-10,17.01,17.34,16.52,16.69,4055700,6849067760.0,4.77,2.09,-2.85,-0.49
2020-01-17,16.75,17.27,16.2,16.39,4669608,7785567280.0,6.41,2.41,-1.8,-0.3
2020-01-23,16.43,16.61,15.39,15.54,3462735,5542963808.0,7.44,1.78,-5.19,-0.85
2020-02-07,13.99,14.89,13.99,14.62,7567416,10907179936.0,5.79,3.9,-5.92,-0.92
2020-02-14,14.51,15.14,14.3,15.03,6343146,9327640832.0,5.75,3.27,2.8,0.41
2020-02-21,15.04,15.72,14.93,15.58,5621931,8594613984.0,5.26,2.9,3.66,0.55
2020-02-28,15.46,15.46,14.46,14.5,5788884,8671664048.0,6.42,2.98,-6.93,-1.08
2020-03-06,14.55,15.64,14.46,15.03,7047894,10562556384.0,8.14,3.63,3.66,0.53
2020-03-13,14.71,14.88,13.9,14.52,5804303,8447173856.0,6.52,2.99,-3.39,-0.51
2020-03-20,14.45,14.46,11.91,12.52,7438646,9656518656.0,17.56,3.83,-13.77,-2.0
2020-03-27,12.0,13.38,11.93,13.15,5116483,6511183552.0,11.58,2.64,5.03,0.63
2020-04-03,12.85,13.13,12.55,12.61,3039658,3902421856.0,4.41,1.57,-4.11,-0.54
2020-04-10,12.89,12.98,12.65,12.79,2474259,3173522832.0,2.62,1.28,1.43,0.18
2020-04-17,12.67,13.04,12.47,12.89,3909017,4991353472.0,4.46,2.01,0.78,0.1
2020-04-24,12.86,13.7,12.77,13.24,5186698,6891151840.0,7.21,2.67,2.72,0.35
2020-04-30,13.3,14.32,13.25,13.93,3636657,5000134272.0,8.08,1.87,5.21,0.69
2020-05-08,13.76,14.02,13.6,13.95,2606529,3585001616.0,3.02,1.34,0.14,0.02
2020-05-15,13.92,14.13,13.14,13.23,3513199,4766082256.0,7.1,1.81,-5.16,-0.72
2020-05-22,13.2,13.62,12.92,12.92,3336978,4437394752.0,5.29,1.72,-2.34,-0.31
2020-05-29,12.97,13.19,12.76,13.0,2707915,3524256208.0,3.33,1.4,0.62,0.08
2020-06-05,13.1,13.88,13.08,13.59,3689316,4982716880.0,6.15,1.9,4.54,0.59
2020-06-12,13.68,13.85,12.87,12.99,4020339,5336826096.0,7.21,2.07,-4.42,-0.6
2020-06-19,12.85,12.99,12.59,12.8,4754010,6070619264.0,3.08,2.45,-1.46,-0.19
2020-06-24,12.74,12.88,12.52,12.8,3833107,4865399008.0,2.81,1.98,0.0,0.0
2020-07-03,12.92,14.32,12.71,14.25,10032645,13447089840.0,12.58,5.17,11.33,1.45
2020-07-10,14.6,16.63,14.59,14.86,15709995,24255810400.0,14.32,8.1,4.28,0.61
2020-07-17,14.7,15.19,13.95,14.14,9155527,13302902128.0,8.34,4.72,-4.85,-0.72
2020-07-24,14.23,14.77,13.42,13.5,8403857,11926957920.0,9.55,4.33,-4.53,-0.64
2020-07-31,13.67,13.68,13.1,13.34,6747129,9013001712.0,4.3,3.48,-1.19,-0.16
2020-08-07,13.47,14.15,13.43,13.7,7672152,10547823424.0,5.4,3.95,2.7,0.36
2020-08-14,13.67,14.66,13.62,14.47,7728308,11013019568.0,7.59,3.98,5.62,0.77
2020-08-21,14.6,15.35,14.32,14.45,8607536,12861245648.0,7.12,4.44,-0.14,-0.02
2020-08-28,14.5,15.18,14.11,15.13,5438954,7980717344.0,7.4,2.8,4.71,0.68
2020-09-04,15.3,15.68,14.6,14.96,6479887,9837477232.0,7.14,3.34,-1.12,-0.17
2020-09-11,14.88,15.56,14.82,15.01,5363880,8161444512.0,4.95,2.76,0.33,0.05
2020-09-18,15.01,16.09,14.92,16.07,4421207,6880348576.0,7.79,2.28,7.06,1.06
2020-09-25,16.0,16.05,15.11,15.19,4038217,6269081760.0,5.85,2.08,-5.48,-0.88
2020-09-30,15.19,15.41,14.76,15.17,3012150,4538196912.0,4.28,1.55,-0.13,-0.02
2020-10-09,15.3,15.55,15.13,15.18,900426,1376995904.0,2.77,0.46,0.07,0.01
2020-10-16,15.22,17.37,15.21,17.1,6858406,11264536176.0,14.23,3.53,12.65,1.92
2020-10-23,17.3,18.78,17.25,18.13,7809758,13896242688.0,8.95,4.02,6.02,1.03
2020-10-30,18.2,18.36,17.29,17.75,5270695,9361753648.0,5.9,2.72,-2.1,-0.38
2020-11-06,17.65,18.5,17.22,17.64,5452209,9751109536.0,7.21,2.81,-0.62,-0.11
2020-11-13,17.67,18.5,16.69,17.18,4879065,8609537888.0,10.26,2.51,-2.61,-0.46
2020-11-20,17.08,18.99,16.9,18.86,4871848,8862074080.0,12.17,2.51,9.78,1.68
2020-11-27,18.85,20.0,18.8,19.7,3790418,7353643760.0,6.36,1.95,4.45,0.84
2020-12-04,19.9,20.88,18.97,19.3,5340346,10589054528.0,9.7,2.75,-2.03,-0.4
2020-12-11,19.31,19.39,18.22,18.52,3766336,7051918224.0,6.06,1.94,-4.04,-0.78
2020-12-18,18.6,19.1,18.15,18.36,4058817,7590220832.0,5.13,2.09,-0.86,-0.16
2020-12-25,18.3,18.65,17.79,18.04,3895726,7075834752.0,4.68,2.01,-1.74,-0.32
2020-12-31,18.02,19.58,17.96,19.34,4136431,7826713664.0,8.98,2.13,7.21,1.3
2021-01-08,19.1,20.1,17.8,19.85,8090172,15284402128.0,11.89,4.17,2.64,0.51
2021-01-15,20.0,21.95,19.95,21.0,7738587,16089706512.0,10.08,3.99,5.79,1.15
2021-01-22,21.2,22.97,21.2,22.03,6549396,14612303536.0,8.43,3.37,4.9,1.03
2021-01-29,21.72,23.54,21.43,23.09,5546974,12617391856.0,9.58,2.86,4.81,1.06
2021-02-05,23.0,25.31,22.7,24.93,8085503,19501271440.0,11.3,4.17,7.97,1.84
2021-02-10,24.9,24.96,23.38,23.82,3945225,9523668496.0,6.34,2.03,-4.45,-1.11
2021-02-19,24.0,24.55,23.48,23.85,2427814,5816945936.0,4.49,1.25,0.13,0.03
2021-02-26,23.8,23.8,21.21,21.38,7974183,17700058848.0,10.86,4.11,-10.36,-2.47
2021-03-05,21.54,23.49,21.18,22.34,6612198,14684798480.0,10.8,3.41,4.49,0.96
2021-03-12,22.44,22.69,20.28,21.48,5250946,11135634752.0,10.79,2.71,-3.85,-0.86
2021-03-19,21.4,22.12,20.37,20.47,4937154,10497624000.0,8.15,2.54,-4.7,-1.01
2021-03-26,20.55,21.65,20.4,21.14,4298952,9043860304.0,6.11,2.22,3.27,0.67
2021-04-02,21.28,22.11,21.2,21.5,3426882,7418831952.0,4.3,1.77,1.7,0.36
2021-04-09,21.55,22.09,21.08,21.3,1700697,3665203200.0,4.7,0.88,-0.93,-0.2
2021-04-16,21.51,21.51,19.81,20.26,3097949,6350586640.0,7.98,1.6,-4.88,-1.04
2021-04-23,20.03,23.65,19.91,23.29,5197079,11572470448.0,18.46,2.68,14.96,3.03
2021-04-30,23.87,24.23,22.78,23.29,3113505,7243295760.0,6.23,1.6,0.0,0.0
2021-05-07,23.1,24.3,23.1,24.05,1302509,3103293984.0,5.15,0.67,3.26,0.76
2021-05-14,24.0,24.04,22.6,23.32,2805365,6546422128.0,5.99,1.45,-3.04,-0.73
2021-05-21,23.15,24.13,22.95,23.49,2297524,5424482640.0,5.06,1.18,0.73,0.17
2021-05-28,23.48,25.16,23.19,24.5,3232066,7903013728.0,8.39,1.67,4.3,1.01
2021-06-04,24.33,24.96,23.38,24.54,2795536,6721596112.0,6.45,1.44,0.16,0.04
2021-06-11,24.48,25.06,23.12,23.37,2836704,6842996192.0,7.91,1.46,-4.77,-1.17
2021-06-18,23.35,23.69,22.39,22.65,2186212,5036533840.0,5.56,1.13,-3.08,-0.72
2021-06-25,22.6,23.6,22.01,23.36,2874188,6560803104.0,7.02,1.48,3.13,0.71
2021-07-02,23.36,23.5,21.76,21.81,3814953,8571652352.0,7.45,1.97,-6.64,-1.55
2021-07-09,21.69,23.05,21.02,21.27,4339668,9474216240.0,9.31,2.24,-2.48,-0.54
2021-07-16,21.5,21.82,20.41,21.34,3912471,8267346592.0,6.63,2.02,0.33,0.07
2021-07-23,21.36,21.43,20.0,20.1,3675299,7534544688.0,6.7,1.89,-5.81,-1.24
2021-07-30,19.96,19.99,17.24,17.69,5694384,10376362800.0,13.68,2.93,-11.99,-2.41
2021-08-06,17.64,18.15,17.18,17.86,3975519,7076375056.0,5.48,2.05,0.96,0.17
2021-08-13,17.91,20.58,17.84,19.89,5332438,10394785808.0,15.34,2.75,11.37,2.03
2021-08-20,20.09,21.2,18.7,19.42,4700408,9361753152.0,12.57,2.42,-2.36,-0.47
2021-08-27,19.5,20.05,18.31,18.39,4439326,8486096912.0,8.96,2.29,-5.3,-1.03
2021-09-03,18.21,18.78,17.01,18.04,8561395,15317965424.0,9.62,4.41,-1.9,-0.35
2021-09-10,17.93,20.77,17.78,20.57,7218222,13895315968.0,16.57,3.72,14.02,2.53
2021-09-17,20.36,20.99,18.41,18.53,5598853,10850721056.0,12.54,2.89,-9.92,-2.04
2021-09-24,17.87,18.32,17.34,17.35,4118899,7291852896.0,5.29,2.12,-6.37,-1.18
2021-09-30,17.21,18.44,17.06,17.93,4459568,7940554688.0,7.95,2.3,3.34,0.58
2021-10-08,18.17,18.89,18.02,18.64,1159201,2146983888.0,4.85,0.6,3.96,0.71
2021-10-15,19.0,19.92,18.89,19.66,5130951,9984364944.0,5.53,2.64,5.47,1.02
2021-10-22,19.45,20.59,19.1,20.04,4831618,9508146432.0,7.58,2.49,1.93,0.38
2021-10-29,19.71,20.45,19.32,19.5,3230176,6402965200.0,5.64,1.66,-2.69,-0.54
2021-11-05,19.33,19.73,17.57,17.64,6033604,11030530928.0,11.08,3.11,-9.54,-1.86
2021-11-12,17.62,18.63,17.16,18.27,6880514,12184832624.0,8.33,3.55,3.57,0.63
2021-11-19,18.35,18.63,17.7,18.15,3507056,6351301376.0,5.09,1.81,-0.66,-0.12
2021-11-26,18.03,18.35,17.52,17.58,4013939,7156518784.0,4.57,2.07,-3.14,-0.57
2021-12-03,17.41,17.81,17.35,17.65,3655534,6410697008.0,2.62,1.88,0.4,0.07
2021-12-10,17.85,19.06,17.8,18.38,7187492,13225785168.0,7.14,3.7,4.14,0.73
2021-12-17,18.47,18.88,17.4,17.57,5968176,10640139952.0,8.05,3.08,-4.41,-0.81
2021-12-24,17.56,17.71,17.21,17.31,4164924,7257929808.0,2.85,2.15,-1.48,-0.26
2021-12-31,17.33,17.35,16.4,16.48,5874556,9917442384.0,5.49,3.03,-4.79,-0.83
2022-01-07,16.48,17.28,16.18,17.2,5365773,9097258448.0,6.67,2.77,4.37,0.72
2022-01-14,17.29,17.54,16.3,16.33,7006455,11887436336.0,7.21,3.61,-5.06,-0.87
2022-01-21,16.35,17.56,16.12,17.35,7797932,13148622544.0,8.82,4.02,6.25,1.02
2022-01-28,17.34,17.38,15.82,15.83,5653237,9372505984.0,8.99,2.91,-8.76,-1.52
2022-02-11,16.02,17.34,15.89,17.1,6184030,10355377552.0,9.16,3.19,8.02,1.27
2022-02-18,17.1,17.15,16.1,16.77,4738324,7805580656.0,6.14,2.44,-1.93,-0.33
2022-02-25,16.66,16.67,15.8,15.9,4633178,7472202624.0,5.19,2.39,-5.19,-0.87
2022-03-04,15.9,15.95,15.28,15.33,3989012,6240135264.0,4.21,2.06,-3.58,-0.57
2022-03-11,15.17,15.17,13.22,14.9,7659757,11068497264.0,12.72,3.95,-2.8,-0.43
2022-03-18,14.63,14.93,13.51,14.7,7690464,10987348080.0,9.53,3.96,-1.34,-0.2
2022-03-25,14.5,15.31,14.39,14.98,5632920,8421633952.0,6.26,2.9,1.9,0.28
2022-04-01,14.8,15.79,14.6,15.75,5228197,7955940784.0,7.94,2.69,5.14,0.77
2022-04-08,15.64,16.66,15.63,16.4,5214384,8529126480.0,6.54,2.69,4.13,0.65
2022-04-15,16.35,16.53,15.66,16.42,5508001,8855139312.0,5.3,2.84,0.12,0.02
2022-04-22,16.15,16.2,15.4,16.06,4256381,6759277920.0,4.87,2.19,-2.19,-0.36
2022-04-29,15.67,15.93,14.45,15.32,6699771,10211197360.0,9.22,3.45,-4.61,-0.74
2022-05-05,15.2,15.45,15.15,15.32,790196,1208735136.0,1.96,0.41,0.0,0.0
