d,o,h,l,c,v,e,zf,hs,zd,zde
2013-07-12,9.18,10.84,8.97,10.34,5706555,5666559296.0,19.96,11.49,10.35,0.97
2013-07-19,10.5,10.76,9.41,9.43,4665631,4731368112.0,13.06,9.39,-8.8,-0.91
2013-07-26,9.23,10.24,9.12,9.64,3960467,3851098544.0,11.88,7.97,2.23,0.21
2013-08-02,9.47,10.1,9.36,9.82,2967308,2888133008.0,7.68,5.97,1.87,0.18
2013-08-09,9.82,10.12,9.75,9.85,2914868,2891276400.0,3.77,5.87,0.31,0.03
2013-08-16,9.88,11.22,9.85,10.58,6834795,7191774368.0,13.91,13.76,7.41,0.73
2013-08-23,10.22,11.25,10.22,10.62,5579044,6026837392.0,9.74,11.23,0.38,0.04
2013-08-30,10.63,11.02,10.5,10.61,3083906,3315983776.0,4.9,6.21,-0.09,-0.01
2013-09-05,10.74,11.4,10.63,11.03,2893654,3195322816.0,7.26,5.82,3.96,0.42
2013-09-13,11.28,13.86,11.28,13.21,9019878,11406618848.0,23.39,18.15,19.76,2.18
2013-09-18,13.22,13.64,12.51,12.79,2991395,3886283456.0,8.55,6.02,-3.18,-0.42
2013-09-27,12.8,12.97,11.5,11.9,4508147,5478117744.0,11.49,9.07,-6.96,-0.89
2013-09-30,11.9,12.04,11.82,11.88,373602,445333344.0,1.85,0.75,-0.17,-0.02
2013-10-11,11.88,12.78,11.51,12.69,3280914,4075807552.0,10.69,6.6,6.82,0.81
2013-10-18,12.6,12.69,11.93,12.2,2319067,2842323008.0,5.99,4.67,-3.86,-0.49
2013-10-25,12.21,13.8,12.01,13.43,5580162,7163792800.0,14.67,11.23,10.08,1.23
2013-11-01,13.4,14.49,12.97,13.87,6304016,8741969968.0,11.32,12.69,3.28,0.44
2013-11-08,13.98,14.09,12.96,13.33,3848579,5142604320.0,8.15,7.75,-3.89,-0.54
2013-11-15,13.33,14.1,12.97,13.36,4461041,6029971088.0,8.48,8.0,0.23,0.03
2013-11-22,13.48,14.2,13.25,13.67,4305643,5938116480.0,7.11,7.72,2.32,0.31
2013-11-29,13.4,13.89,13.36,13.6,2740209,3731769840.0,3.88,4.91,-0.51,-0.07
2013-12-06,13.64,14.06,13.24,13.29,4005156,5439950224.0,6.03,7.18,-2.28,-0.31
2013-12-13,13.3,13.39,12.45,12.55,2495688,3224010240.0,7.07,4.48,-5.57,-0.74
2013-12-20,12.5,12.88,11.91,11.91,2193624,2748603248.0,7.73,3.93,-5.1,-0.64
2013-12-27,11.92,12.18,11.43,11.75,2470380,2899093744.0,6.3,4.43,-1.34,-0.16
2014-01-03,11.79,12.39,11.65,11.93,2303635,2767770288.0,6.3,4.13,1.53,0.18
2014-01-10,11.89,12.0,11.5,11.82,2245010,2639052416.0,4.19,4.03,-0.92,-0.11
2014-01-17,11.8,11.91,11.45,11.48,1862398,2164274384.0,3.89,3.34,-2.88,-0.34
2014-01-24,11.48,11.86,11.25,11.66,2052918,2383269040.0,5.31,3.68,1.57,0.18
2014-01-30,11.56,11.64,11.35,11.4,1436198,1648749696.0,2.49,2.58,-2.23,-0.26
2014-02-07,11.32,11.38,11.1,11.38,418757,470138336.0,2.46,0.75,-0.18,-0.02
2014-02-14,11.38,12.5,11.35,12.08,4386846,5253777680.0,10.11,7.87,6.15,0.7
2014-02-21,12.1,12.25,11.58,11.6,3439479,4084298432.0,5.55,6.17,-3.97,-0.48
2014-02-28,11.45,11.48,10.88,11.13,2625469,2930940096.0,5.17,4.71,-4.05,-0.47
2014-03-07,11.02,11.08,10.51,10.8,2504071,2714629952.0,5.12,4.49,-2.96,-0.33
2014-03-14,10.7,10.79,10.1,10.32,2587235,2692064880.0,6.39,4.64,-4.44,-0.48
2014-03-21,10.41,10.94,10.03,10.79,2874517,2987918512.0,8.82,5.16,4.55,0.47
2014-03-28,10.77,11.03,10.52,10.78,2954283,3181435328.0,4.73,5.3,-0.09,-0.01
2014-04-04,10.85,11.02,10.59,10.79,1858512,2011313152.0,3.99,3.33,0.09,0.01
2014-04-11,10.78,11.6,10.78,11.4,3263591,3679780368.0,7.6,5.85,5.65,0.61
2014-04-18,11.35,11.45,10.72,10.8,1961506,2162648928.0,6.4,3.52,-5.26,-0.6
2014-04-25,10.75,11.52,10.67,11.25,3360806,3760597120.0,7.87,6.03,4.17,0.45
2014-04-30,11.25,11.28,10.92,11.14,1199263,1330135808.0,3.2,2.15,-0.98,-0.11
2014-05-09,11.1,11.15,10.81,11.05,1614488,1771554785.0,3.05,2.9,-0.81,-0.09
2014-05-16,11.15,11.44,11.02,11.27,1948348,2197302912.0,3.8,3.49,1.99,0.22
2014-05-23,11.27,11.66,11.08,11.58,1764538,2012477646.0,5.15,3.16,2.75,0.31
2014-05-30,11.65,11.74,11.39,11.5,1708446,1974717808.0,3.02,3.06,-0.69,-0.08
2014-06-06,11.5,11.69,11.25,11.38,1034730,1181561826.0,3.83,1.86,-1.04,-0.12
2014-06-13,11.35,11.84,9.6,10.12,2975685,3194325040.0,19.68,4.45,-11.07,-1.26
2014-06-20,10.06,10.24,9.68,9.85,2813732,2808927824.0,5.53,4.21,-2.67,-0.27
2014-06-27,9.85,9.95,9.64,9.82,1697122,1661686014.0,3.15,2.54,-0.3,-0.03
2014-07-04,9.8,10.01,9.79,9.91,1807439,1788673872.0,2.24,2.7,0.92,0.09
2014-07-11,9.91,9.93,9.58,9.67,1955618,1908274272.0,3.53,2.92,-2.42,-0.24
2014-07-18,9.68,9.72,9.52,9.6,1776007,1705594736.0,2.07,2.65,-0.72,-0.07
2014-07-25,9.6,10.3,9.52,10.22,4102135,4085841368.0,8.13,6.13,6.46,0.62
2014-08-01,10.26,11.1,10.24,10.7,5372026,5801122096.0,8.41,8.03,4.7,0.48
2014-08-08,10.7,11.09,10.46,10.54,3569533,3814455408.0,5.89,5.33,-1.5,-0.16
2014-08-15,10.56,10.75,10.45,10.58,2834332,3004271584.0,2.85,4.24,0.38,0.04
2014-08-22,10.59,10.69,10.25,10.35,2856923,2991333328.0,4.16,4.27,-2.17,-0.23
2014-08-29,10.35,10.39,10.14,10.25,2326443,2378023696.0,2.42,3.48,-0.97,-0.1
2014-09-05,10.24,10.64,10.17,10.57,3268753,3414038592.0,4.59,3.32,3.12,0.32
2014-09-12,10.55,10.58,10.27,10.37,2220407,2307685952.0,2.93,2.26,-1.89,-0.2
2014-09-19,10.33,10.46,10.18,10.38,3239570,3340617072.0,2.7,3.29,0.1,0.01
2014-09-26,10.33,10.34,10.02,10.12,3143703,3196057152.0,3.08,3.2,-2.5,-0.26
2014-09-30,10.14,10.19,10.09,10.14,1089341,1103678624.0,0.99,1.11,0.2,0.02
2014-10-10,10.17,10.29,10.13,10.16,1996430,2034255088.0,1.58,2.03,0.2,0.02
2014-10-17,10.12,10.35,10.02,10.12,3717665,3776291232.0,3.25,3.78,-0.39,-0.04
2014-10-24,10.15,10.35,10.06,10.18,4063423,4144512976.0,2.87,4.13,0.59,0.06
2014-10-31,10.1,11.35,9.98,11.03,7439213,7842320528.0,13.46,7.56,8.35,0.85
2014-11-07,11.16,11.38,10.66,10.91,7401197,8128123888.0,6.53,7.52,-1.09,-0.12
2014-11-14,11.05,11.64,10.8,10.93,8234113,9199873872.0,7.7,8.37,0.18,0.02
2014-11-21,10.95,10.99,10.5,10.8,4241824,4526250736.0,4.48,4.31,-1.19,-0.13
2014-11-28,10.61,12.44,10.52,12.44,12928786,14719128176.0,17.78,13.14,15.19,1.64
2014-12-05,12.6,15.23,12.08,14.53,19817033,26377940736.0,25.32,20.15,16.8,2.09
2014-12-12,14.21,15.53,13.02,13.94,15383512,22132453920.0,17.27,15.64,-4.06,-0.59
2014-12-19,13.75,15.67,13.27,15.0,13075832,19036847328.0,17.22,13.29,7.6,1.06
2014-12-26,14.9,16.16,13.68,15.1,11709862,17439384912.0,16.53,11.9,0.67,0.1
2014-12-31,15.61,16.05,14.75,15.84,7352292,11381625680.0,8.61,7.47,4.9,0.74
2015-01-09,15.99,16.39,14.71,15.08,10643193,16617011872.0,10.61,10.82,-4.8,-0.76
2015-01-16,14.87,15.62,14.5,15.37,6431212,9659530528.0,7.43,6.54,1.92,0.29
2015-01-23,14.01,14.63,13.56,14.4,8282870,11748859456.0,6.96,8.42,-6.31,-0.97
2015-01-30,14.36,14.44,13.75,13.93,5584848,7839242352.0,4.79,5.68,-3.26,-0.47
2015-02-06,13.6,14.43,13.4,13.51,5496042,7639315376.0,7.39,5.59,-3.02,-0.42
2015-02-13,13.5,14.18,13.22,13.95,3722270,5111505504.0,7.11,3.78,3.26,0.44
2015-02-17,13.95,14.11,13.73,13.99,1401694,1954328704.0,2.72,1.42,0.29,0.04
2015-02-27,14.04,14.16,13.6,13.99,2396507,3338404544.0,4.0,2.44,0.0,0.0
2015-03-06,14.03,14.09,13.29,13.44,4278899,5847164816.0,5.72,4.35,-3.93,-0.55
2015-03-13,13.47,15.61,13.32,14.99,10963510,15859449104.0,17.04,11.15,11.53,1.55
2015-03-20,15.1,15.8,14.92,15.32,9566010,14672887552.0,5.87,9.72,2.2,0.33
2015-03-27,15.33,15.59,14.71,15.08,7468248,11367374880.0,5.74,7.59,-1.57,-0.24
2015-04-03,15.23,16.6,15.1,15.85,9799892,15502351456.0,9.95,9.96,5.11,0.77
2015-04-10,16.15,19.8,16.15,19.8,12845392,22816859136.0,23.03,13.06,24.92,3.95
2015-04-17,17.0,17.5,16.1,16.93,15774101,26338339632.0,7.07,13.36,-14.49,-2.87
2015-04-24,17.1,17.2,15.98,16.14,13398861,22213259520.0,7.21,11.35,-4.67,-0.79
2015-04-30,16.21,17.38,16.2,16.7,12265931,20492131904.0,7.31,10.39,3.47,0.56
2015-05-08,16.7,16.7,15.49,15.85,8310004,13276536256.0,7.25,7.04,-5.09,-0.85
2015-05-15,15.8,16.25,15.27,15.45,9060039,14325866928.0,6.18,7.68,-2.52,-0.4
2015-05-22,15.2,16.3,14.97,16.27,10072318,15850288800.0,8.61,8.53,5.31,0.82
2015-05-29,16.35,16.91,15.11,15.32,12611790,20522500704.0,11.06,10.68,-5.84,-0.95
2015-06-05,15.33,16.8,15.19,16.3,12576405,20113873584.0,10.51,10.65,6.4,0.98
2015-06-12,16.32,17.45,16.19,16.51,14181754,23821364800.0,7.73,12.01,1.29,0.21
2015-06-19,16.53,16.6,14.5,14.63,8888374,13909588336.0,12.72,7.53,-11.39,-1.88
2015-06-26,14.64,15.63,13.38,13.77,7971971,11737198400.0,15.38,6.75,-5.88,-0.86
2015-07-03,14.08,14.59,12.75,13.07,11576737,16008066976.0,13.36,9.81,-5.08,-0.7
2015-07-10,14.3,15.36,12.11,14.86,22181879,31026573312.0,24.87,18.79,13.7,1.79
2015-07-17,14.4,14.89,13.4,13.82,10544426,14760899136.0,10.03,8.93,-7.0,-1.04
2015-07-24,13.8,13.8,13.32,13.38,6451423,8747942848.0,3.47,5.47,-3.18,-0.44
2015-07-31,13.25,13.32,12.02,12.36,6743769,8445378544.0,9.72,5.71,-7.62,-1.02
2015-08-07,12.2,12.99,12.15,12.61,3804091,4803832496.0,6.8,3.22,2.02,0.25
2015-08-14,12.66,12.99,12.42,12.64,3998561,5085258368.0,4.52,3.39,0.24,0.03
2015-08-21,12.61,12.74,11.46,11.5,4425863,5380659616.0,10.13,3.75,-9.02,-1.14
2015-08-28,11.1,11.17,9.3,10.83,9659548,9825708672.0,16.26,8.18,-5.83,-0.67
2015-09-02,10.71,12.0,10.48,11.84,6937705,7855925440.0,14.04,5.88,9.33,1.01
2015-09-11,11.55,11.56,10.59,10.96,3866133,4283755776.0,8.19,3.28,-7.43,-0.88
2015-09-18,10.99,11.14,10.45,10.81,2807607,3033138352.0,6.3,2.38,-1.37,-0.15
2015-09-25,10.7,11.06,10.45,10.55,1955271,2106253776.0,5.64,1.66,-2.41,-0.26
2015-09-30,10.56,10.59,10.32,10.49,897351,940028651.0,2.56,0.76,-0.57,-0.06
2015-10-09,10.85,10.95,10.7,10.9,968683,1050116624.0,2.38,0.82,3.91,0.41
2015-10-16,10.96,11.38,10.91,11.23,2684346,2994759264.0,4.31,2.27,3.03,0.33
2015-10-23,11.27,11.75,11.15,11.47,4531395,5149086912.0,5.34,3.84,2.14,0.24
2015-10-30,11.6,11.81,11.25,11.36,3063799,3511123104.0,4.88,2.6,-0.96,-0.11
2015-11-06,11.27,12.57,11.01,12.39,5938330,7033672528.0,13.73,5.03,9.07,1.03
2015-11-13,12.5,13.38,12.19,12.24,5819345,7412529792.0,9.6,4.93,-1.21,-0.15
2015-11-20,12.13,12.7,12.09,12.55,3469197,4325869152.0,4.98,2.94,2.53,0.31
2015-11-27,12.55,12.6,11.53,11.73,3065889,3750070896.0,8.53,2.6,-6.53,-0.82
2015-12-04,11.72,12.75,11.5,12.12,5145018,6263005664.0,10.66,4.36,3.32,0.39
2015-12-11,12.18,12.25,11.73,11.83,2132390,2557662832.0,4.29,1.81,-2.39,-0.29
2015-12-18,11.73,12.55,11.71,12.23,3015706,3642112096.0,7.1,2.55,3.38,0.4
2015-12-25,12.14,12.78,12.11,12.41,4058327,5055818448.0,5.48,3.44,1.47,0.18
2015-12-31,12.43,12.46,11.95,11.99,2466137,2980649472.0,4.11,2.09,-3.38,-0.42
2016-01-08,12.0,12.03,10.9,11.12,2664763,3033810085.0,9.42,2.26,-7.26,-0.87
2016-01-15,11.0,11.08,10.42,10.46,2799882,3014469328.0,5.94,2.37,-5.94,-0.66
2016-01-22,10.34,10.8,10.22,10.4,2598800,2734073792.0,5.54,2.2,-0.57,-0.06
2016-01-29,10.4,10.44,9.6,10.0,2440346,2439406896.0,8.08,2.07,-3.85,-0.4
2016-02-05,9.98,10.03,9.74,9.92,1705401,1689764560.0,2.9,1.44,-0.8,-0.08
2016-02-19,9.66,10.22,9.65,10.04,2017129,2022497280.0,5.75,1.71,1.21,0.12
2016-02-26,10.13,10.31,9.6,9.79,2357945,2362704256.0,7.07,2.0,-2.49,-0.25
2016-03-04,9.79,10.5,9.42,10.4,3555759,3569277456.0,11.03,3.01,6.23,0.61
2016-03-11,10.35,10.49,9.94,10.16,2433167,2486805264.0,5.29,2.06,-2.31,-0.24
2016-03-18,10.21,10.57,10.16,10.54,3146177,3269782576.0,4.04,2.67,3.74,0.38
2016-03-25,10.55,10.94,10.5,10.59,2585670,2765884393.0,4.17,2.19,0.47,0.05
2016-04-01,10.62,10.75,10.38,10.66,2004369,2123119840.0,3.49,1.7,0.66,0.07
2016-04-08,10.62,10.81,10.5,10.57,1781842,1897288592.0,2.91,1.51,-0.84,-0.09
2016-04-15,10.6,10.97,10.6,10.88,2762616,2980638544.0,3.5,2.34,2.93,0.31
2016-04-22,10.82,10.85,10.36,10.55,2093957,2220328660.0,4.5,1.77,-3.03,-0.33
2016-04-29,10.56,10.76,10.42,10.57,1742949,1842647848.0,3.22,1.48,0.19,0.02
2016-05-06,10.58,10.75,10.52,10.52,1487600,1586396351.0,2.18,1.26,-0.47,-0.05
2016-05-13,10.5,10.53,10.25,10.35,1541212,1596929063.0,2.66,1.31,-1.62,-0.17
2016-05-20,10.32,10.37,10.17,10.3,1377281,1414736618.0,1.93,1.17,-0.48,-0.05
2016-05-27,10.33,10.34,10.17,10.27,1271392,1302476674.0,1.65,1.04,-0.29,-0.03
2016-06-03,10.25,10.57,10.2,10.5,2600590,2715258032.0,3.6,2.13,2.24,0.23
2016-06-08,10.51,10.54,10.45,10.5,835802,877537260.0,0.86,0.69,0.0,0.0
2016-06-17,10.46,10.48,8.53,8.58,1698470,1638037408.0,18.57,1.16,-18.29,-1.92
2016-06-24,8.59,8.73,8.52,8.57,1892762,1632354833.0,2.45,1.29,-0.12,-0.01
2016-07-01,8.57,8.74,8.54,8.71,1742480,1507779200.0,2.33,1.19,1.63,0.14
2016-07-08,8.69,8.86,8.67,8.74,1927440,1693022962.0,2.18,1.32,0.34,0.03
2016-07-15,8.75,9.05,8.74,8.99,2587227,2302080960.0,3.55,1.77,2.86,0.25
2016-07-22,8.99,9.08,8.92,8.94,1816460,1632231346.0,1.78,1.24,-0.56,-0.05
2016-07-29,8.93,9.24,8.91,9.2,2781254,2522170422.0,3.69,1.9,2.91,0.26
2016-08-05,9.18,9.34,8.93,9.04,3703522,3371113824.0,4.46,2.53,-1.74,-0.16
2016-08-12,9.04,9.53,9.01,9.5,3556409,3288499872.0,5.75,2.43,5.09,0.46
2016-08-19,9.55,9.8,9.43,9.51,4754675,4557566144.0,3.89,3.25,0.11,0.01
2016-08-26,9.5,9.51,9.34,9.45,3721994,3503920576.0,1.79,2.54,-0.63,-0.06
2016-09-02,9.41,9.52,9.38,9.45,2498987,2360928192.0,1.48,1.71,0.0,0.0
2016-09-09,9.46,9.46,9.36,9.38,2126698,2000033264.0,1.06,1.45,-0.74,-0.07
2016-09-14,9.29,9.32,9.05,9.06,1638994,1504954288.0,2.88,1.12,-3.41,-0.32
2016-09-23,9.05,9.19,9.03,9.15,1980105,1803311289.0,1.77,1.35,0.99,0.09
2016-09-30,9.13,9.13,9.01,9.07,1723921,1561806715.0,1.31,1.18,-0.87,-0.08
2016-10-14,9.1,9.17,9.04,9.09,2212848,2014365467.0,1.43,1.51,0.22,0.02
2016-10-21,9.08,9.13,9.03,9.13,2462338,2234181456.0,1.1,1.68,0.44,0.04
2016-10-28,9.13,9.3,9.12,9.17,2723020,2503871568.0,1.97,1.86,0.44,0.04
2016-11-04,9.15,9.17,9.05,9.11,2777587,2531647088.0,1.31,1.9,-0.65,-0.06
2016-11-11,9.1,9.18,9.01,9.18,3470820,3165125472.0,1.87,2.37,0.77,0.07
2016-11-18,9.16,9.25,9.16,9.18,2968185,2731981376.0,0.98,2.03,0.0,0.0
2016-11-25,9.18,9.62,9.17,9.62,5576793,5250058448.0,4.9,3.81,4.79,0.44
2016-12-02,9.69,9.78,9.44,9.55,4669122,4490431536.0,3.53,3.19,-0.73,-0.07
2016-12-09,9.5,9.75,9.41,9.65,4046325,3859729584.0,3.56,2.77,1.05,0.1
2016-12-16,9.65,9.77,9.21,9.25,3724778,3513897296.0,5.8,2.55,-4.15,-0.4
2016-12-23,9.22,9.23,9.07,9.08,2224823,2031906656.0,1.73,1.52,-1.84,-0.17
2016-12-30,9.06,9.13,9.02,9.1,1548321,1405687377.0,1.21,1.06,0.22,0.02
2017-01-06,9.11,9.18,9.09,9.13,1611697,1475044752.0,0.99,1.1,0.33,0.03
2017-01-13,9.13,9.19,9.11,9.16,1767875,1617594251.0,0.88,1.04,0.33,0.03
2017-01-20,9.15,9.24,9.07,9.22,2634029,2411942896.0,1.86,1.56,0.66,0.06
2017-01-26,9.22,9.34,9.2,9.33,1615658,1496627376.0,1.52,0.95,1.19,0.11
2017-02-03,9.34,9.36,9.23,9.26,315472,292617936.0,1.39,0.19,-0.75,-0.07
2017-02-10,9.26,9.36,9.24,9.33,2099542,1953074384.0,1.3,1.24,0.76,0.07
2017-02-17,9.34,9.54,9.33,9.39,2592319,2445827120.0,2.25,1.53,0.64,0.06
2017-02-24,9.4,9.62,9.4,9.5,2676134,2551314832.0,2.34,1.58,1.17,0.11
2017-03-03,9.5,9.55,9.36,9.4,1870338,1769654304.0,2.0,1.11,-1.05,-0.1
2017-03-10,9.4,9.46,9.36,9.4,1711975,1610338590.0,1.06,1.01,0.0,0.0
2017-03-17,9.39,9.53,9.3,9.31,3715951,3496873344.0,2.45,2.2,-0.96,-0.09
2017-03-24,9.29,9.31,9.14,9.19,2980210,2745652752.0,1.83,1.76,-1.29,-0.12
2017-03-31,9.12,9.19,9.06,9.17,3387932,3090135536.0,1.41,2.0,-0.22,-0.02
2017-04-07,9.16,9.22,9.15,9.2,1448386,1331053216.0,0.76,0.86,0.33,0.03
2017-04-14,9.2,9.21,9.06,9.08,2317061,2116674672.0,1.63,1.37,-1.3,-0.12
2017-04-21,9.08,9.11,8.89,8.97,2429976,2183446656.0,2.42,1.44,-1.21,-0.11
2017-04-28,8.97,9.01,8.89,8.99,1828915,1637766330.0,1.34,1.08,0.22,0.02
2017-05-05,8.96,8.96,8.58,8.63,1911555,1680651949.0,4.23,1.13,-4.0,-0.36
2017-05-12,8.6,8.9,8.54,8.9,2778974,2417795296.0,4.17,1.64,3.13,0.27
2017-05-19,8.89,8.95,8.68,8.69,2000461,1758636942.0,3.03,1.18,-2.36,-0.21
2017-05-26,8.68,9.14,8.61,9.1,4528446,4033381328.0,6.1,2.68,4.72,0.41
2017-06-02,9.1,9.29,9.06,9.17,2370151,2178406064.0,2.53,1.4,0.77,0.07
2017-06-09,9.13,9.22,8.99,9.15,2703670,2458481440.0,2.51,1.6,-0.22,-0.02
2017-06-16,9.15,9.19,9.01,9.02,1952246,1774136013.0,1.97,1.15,-1.42,-0.13
2017-06-23,9.03,9.4,9.02,9.25,3311215,3050057680.0,4.21,1.96,2.55,0.23
2017-06-30,9.26,9.49,9.26,9.39,3414020,3203176896.0,2.49,2.02,1.51,0.14
2017-07-07,9.4,9.48,9.27,9.47,2943713,2758808512.0,2.24,1.74,0.85,0.08
2017-07-14,9.45,10.94,9.44,10.9,12888851,13303375280.0,15.84,7.62,15.1,1.43
2017-07-21,10.95,11.33,10.62,10.89,10593990,11618939952.0,6.51,6.26,-0.09,-0.01
2017-07-28,10.82,11.27,10.53,10.74,7358531,8016941568.0,6.8,4.35,-1.38,-0.15
2017-08-04,10.8,11.34,10.45,11.17,8011814,8804772608.0,8.29,4.74,4.0,0.43
2017-08-11,11.06,11.17,9.99,10.02,5993057,6360815216.0,10.56,3.54,-10.3,-1.15
2017-08-18,10.13,10.6,10.04,10.44,4159796,4287029424.0,5.59,2.46,4.19,0.42
2017-08-25,10.43,11.17,10.37,11.11,4482177,4854515072.0,7.66,2.65,6.42,0.67
2017-09-01,11.1,11.74,11.1,11.21,6170360,7040465168.0,5.76,3.65,0.9,0.1
2017-09-08,11.18,11.94,11.17,11.49,4526929,5255834560.0,6.87,2.68,2.5,0.28
2017-09-15,11.54,11.69,11.15,11.29,3743076,4260722064.0,4.7,2.21,-1.74,-0.2
2017-09-22,11.25,11.52,11.05,11.44,3445316,3888907776.0,4.16,2.04,1.33,0.15
2017-09-29,11.44,11.45,10.82,11.11,3426540,3792213424.0,5.51,2.03,-2.88,-0.33
2017-10-13,11.57,11.64,11.25,11.36,4046671,4637289888.0,3.51,2.39,2.25,0.25
2017-10-20,11.36,11.72,11.29,11.48,3598561,4158402992.0,3.79,2.13,1.06,0.12
2017-10-27,11.39,11.56,11.12,11.56,4400993,4970744080.0,3.83,2.6,0.7,0.08
2017-11-03,11.55,11.73,11.26,11.39,3946008,4539875968.0,4.07,2.33,-1.47,-0.17
2017-11-10,11.42,12.59,11.09,12.3,11822733,14277785792.0,13.17,6.99,7.99,0.91
2017-11-17,12.35,13.46,12.35,13.18,8875225,11535878272.0,9.02,5.25,7.15,0.88
2017-11-24,13.13,15.24,13.05,14.56,12968817,18604936320.0,16.62,7.67,10.47,1.38
2017-12-01,14.3,14.3,12.96,13.0,8559182,11644345232.0,9.2,5.06,-10.71,-1.56
2017-12-08,13.05,13.49,12.75,13.09,7330823,9607728368.0,5.69,4.33,0.69,0.09
2017-12-15,13.08,13.57,12.67,12.72,7396557,9678616416.0,6.88,4.37,-2.83,-0.37
2017-12-22,12.73,13.68,12.64,13.52,6537757,8642055888.0,8.18,3.86,6.29,0.8
2017-12-29,13.52,13.86,13.02,13.3,6611768,8860198528.0,6.21,3.91,-1.63,-0.22
2018-01-05,13.35,13.93,13.13,13.3,8108913,10920597632.0,6.02,4.79,0.0,0.0
2018-01-12,13.25,13.68,12.86,13.55,8704112,11527400752.0,6.17,5.14,1.88,0.25
2018-01-19,13.51,15.13,13.5,14.8,12942411,18658510224.0,12.03,7.65,9.23,1.25
2018-01-26,14.6,15.08,14.0,14.05,11456924,16609922976.0,7.3,6.77,-5.07,-0.75
2018-02-02,14.05,14.3,13.53,14.05,8115143,11291468976.0,5.48,4.8,0.0,0.0
2018-02-09,13.8,14.57,11.38,11.69,13223352,17509255088.0,22.7,7.82,-16.8,-2.36
2018-02-14,11.78,12.21,11.56,12.0,3391151,4032538736.0,5.56,2.0,2.65,0.31
2018-02-23,12.25,12.79,12.25,12.61,2282069,2851748304.0,4.5,1.35,5.08,0.61
2018-03-02,12.77,12.85,11.85,11.95,5095855,6233383632.0,7.93,3.01,-5.23,-0.66
2018-03-09,11.93,12.34,11.77,12.09,4965548,5985965184.0,4.77,2.94,1.17,0.14
2018-03-16,12.15,12.22,11.64,11.64,5105241,6080940512.0,4.8,3.02,-3.72,-0.45
2018-03-23,11.66,12.12,10.92,11.34,5839767,6794436096.0,10.31,3.45,-2.58,-0.3
2018-03-30,11.15,11.2,10.55,10.9,5669332,6203168384.0,5.73,3.35,-3.88,-0.44
2018-04-04,10.87,11.01,10.51,10.87,3602551,3880408688.0,4.59,2.13,-0.28,-0.03
2018-04-13,10.8,11.92,10.73,11.57,7035101,8082162992.0,10.95,4.16,6.44,0.7
2018-04-20,11.47,11.69,11.03,11.35,6012632,6824983232.0,5.7,3.55,-1.9,-0.22
2018-04-27,11.3,11.94,10.63,10.85,6845706,7769356864.0,11.54,4.05,-4.41,-0.5
2018-05-04,10.97,11.03,10.57,10.68,3182388,3429872720.0,4.24,1.88,-1.57,-0.17
2018-05-11,10.7,11.15,10.64,11.01,4300377,4705947840.0,4.78,2.54,3.09,0.33
2018-05-18,11.09,11.23,10.76,10.96,3587800,3947274960.0,4.27,2.12,-0.45,-0.05
2018-05-25,11.07,11.11,10.55,10.59,3625909,3897567856.0,5.11,2.11,-3.38,-0.37
2018-06-01,10.58,10.66,10.02,10.19,4167914,4280511664.0,6.04,2.43,-3.78,-0.4
2018-06-08,10.23,10.46,10.06,10.12,4324341,4424459424.0,3.93,2.52,-0.69,-0.07
2018-06-15,10.06,10.29,9.92,10.17,4280360,4315074016.0,3.66,2.49,0.49,0.05
2018-06-22,10.05,10.15,9.76,9.85,3827401,3800475008.0,3.83,2.23,-3.15,-0.32
2018-06-29,9.91,9.92,8.87,9.09,5150576,4764106608.0,10.66,3.0,-7.72,-0.76
2018-07-06,9.05,9.05,8.45,8.66,5125564,4446722576.0,6.6,2.99,-4.73,-0.43
2018-07-13,8.69,9.03,8.58,8.88,4901984,4346872400.0,5.2,2.85,2.54,0.22
2018-07-20,8.85,9.2,8.61,9.11,3806004,3371040320.0,6.64,2.22,2.59,0.23
2018-07-27,9.04,9.59,9.0,9.25,5170189,4826484208.0,6.48,3.01,1.54,0.14
2018-08-03,9.32,9.5,8.88,8.91,3648566,3363448208.0,6.7,2.12,-3.68,-0.34
2018-08-10,8.94,9.35,8.88,9.23,3054339,2787629488.0,5.27,1.78,3.59,0.32
2018-08-17,9.12,9.16,8.64,8.81,3206923,2854248320.0,5.63,1.87,-4.55,-0.42
2018-08-24,8.9,10.28,8.87,10.03,6697713,6358839632.0,16.0,3.9,13.85,1.22
2018-08-31,10.02,10.43,9.97,10.13,6715868,6858803520.0,4.59,3.91,1.0,0.1
2018-09-07,10.09,10.55,9.93,10.01,4708304,4796533024.0,6.12,2.74,-1.18,-0.12
2018-09-14,10.01,10.1,9.81,9.84,3534262,3501723760.0,2.9,2.06,-1.7,-0.17
2018-09-21,9.8,10.7,9.68,10.67,5120305,5225261984.0,10.37,2.98,8.43,0.83
2018-09-28,10.52,11.27,10.48,11.05,5458134,5904900688.0,7.4,3.18,3.56,0.38
2018-10-12,10.7,10.79,9.7,10.3,7257597,7483906016.0,9.86,4.23,-6.79,-0.75
2018-10-19,10.39,10.78,9.92,10.76,7235320,7482595824.0,8.35,4.21,4.47,0.46
2018-10-26,10.81,11.46,10.71,11.18,9062500,10022819584.0,6.97,5.28,3.9,0.42
2018-11-02,11.2,11.24,10.62,11.09,8001840,8738083648.0,5.55,4.66,-0.81,-0.09
